Source,Technology,Factor_Type,Job_Type,Unit,Year,Value,Value_Numeric,Method_Applied,Mapped_Rutovitz_Tech,Rutovitz_2030_Factor,Mapped_Catalogue_Tech,Learning_Rate,Projection_Input,Base_Year,Projected_Year,Projected_Value
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Direct,job-yr/MW,2050,4.320561060544766,4.32056106054,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2050/2030=0.6714972458666703,2030,2050,4.32056106054
Rutovitz 2025,Rooftop solar PV,Construction&Manufacturing,Direct,job-yr/MW,2024,7.050000000000001,7.05,Derived Construction&Manufacturing,,,,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2024,2024,7.05
Rutovitz 2025,Rooftop solar PV,Construction&Manufacturing,Direct,job-yr/MW,2030,4.86291290073032,4.86291290073,Derived Construction&Manufacturing,,,Residential PV (rooftop),,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2024,2030,4.86291290073
Rutovitz 2025,Rooftop solar PV,Construction&Manufacturing,Direct,job-yr/MW,2050,3.2654326197299106,3.26543261973,Derived Construction&Manufacturing,,,Residential PV (rooftop),,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2050,3.26543261973
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Indirect,job-yr/MW,2024,10.8,10.8,Original,,,,,,2024,2024,10.8
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Indirect,job-yr/MW,2030,7.449568698991129,7.44956869899,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2030/2024=0.6897748795362156,2024,2030,7.44956869899
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Indirect,job-yr/MW,2050,5.002364864267097,5.00236486427,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2050/2030=0.6714972458666703,2030,2050,5.00236486427
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Induced,job-yr/MW,2024,10,10,Original,,,,,,2024,2024,10
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Induced,job-yr/MW,2030,6.897748795362157,6.89774879536,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2030/2024=0.6897748795362156,2024,2030,6.89774879536
JEDI-US,Rooftop solar PV,Construction&Manufacturing,Induced,job-yr/MW,2050,4.631819318765831,4.63181931877,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2050/2030=0.6714972458666703,2030,2050,4.63181931877
Rutovitz 2025,Rooftop solar PV,Manufacturing,Direct,job-yr/MW,2024,2.86,2.86,Original,,,,,,2024,2024,2.86
Rutovitz 2025,Rooftop solar PV,Manufacturing,Direct,job-yr/MW,2030,1.9727561554735766,1.97275615547,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2030/2024=0.6897748795362156,2024,2030,1.97275615547
Rutovitz 2025,Rooftop solar PV,Manufacturing,Direct,job-yr/MW,2050,1.3247003251670275,1.32470032517,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,CAPEX 2050/2030=0.6714972458666703,2030,2050,1.32470032517
JEDI-US,Rooftop solar PV,O&M,Direct,job/MW,2024,0.3,0.3,Original,,,,,,2024,2024,0.3
JEDI-US,Rooftop solar PV,O&M,Direct,job/MW,2030,0.2576470588235294,0.257647058824,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2030/2024=0.8588235294117647,2024,2030,0.257647058824
JEDI-US,Rooftop solar PV,O&M,Direct,job/MW,2050,0.21705882352941175,0.217058823529,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2050/2030=0.8424657534246576,2030,2050,0.217058823529
Rutovitz 2025,Rooftop solar PV,O&M,Direct,job/MW,2024,0.13,0.13,Original,,,,,,2024,2024,0.13
Rutovitz 2025,Rooftop solar PV,O&M,Direct,job/MW,2030,0.1116470588235294,0.111647058824,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2030/2024=0.8588235294117647,2024,2030,0.111647058824
Rutovitz 2025,Rooftop solar PV,O&M,Direct,job/MW,2050,0.09405882352941176,0.0940588235294,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2050/2030=0.8424657534246576,2030,2050,0.0940588235294
JEDI-US,Rooftop solar PV,O&M,Indirect,job/MW,2024,0.105,0.105,Original,,,,,,2024,2024,0.105
JEDI-US,Rooftop solar PV,O&M,Indirect,job/MW,2030,0.09017647058823529,0.0901764705882,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2030/2024=0.8588235294117647,2024,2030,0.0901764705882
JEDI-US,Rooftop solar PV,O&M,Indirect,job/MW,2050,0.07597058823529412,0.0759705882353,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2050/2030=0.8424657534246576,2030,2050,0.0759705882353
JEDI-US,Rooftop solar PV,O&M,Induced,job/MW,2024,0.101,0.101,Original,,,,,,2024,2024,0.101
JEDI-US,Rooftop solar PV,O&M,Induced,job/MW,2030,0.08674117647058824,0.0867411764706,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2030/2024=0.8588235294117647,2024,2030,0.0867411764706
JEDI-US,Rooftop solar PV,O&M,Induced,job/MW,2050,0.0730764705882353,0.0730764705882,CAPEX/OPEX ratio projection,,,Residential PV (rooftop),,OPEX 2050/2030=0.8424657534246576,2030,2050,0.0730764705882
Rutovitz 2015,Solar thermal (CSP),Construction,Direct,job-yr/MW,2015,8,8,Original,,,,,,2015,2015,8
Rutovitz 2015,Solar thermal (CSP),Construction,Direct,job-yr/MW,2030,7.04,7.04,Rutovitz Table 9 decline to 2030,Solar thermal power,0.88,,,Rutovitz Table 9 Latin America 2030,2015,2030,7.04
Rutovitz 2015,Solar thermal (CSP),Construction,Direct,job-yr/MW,2050,7.04,7.04,Constant projection for unmapped catalogue ratio,Solar thermal power,,,,No catalogue ratio mapping; value held constant,2030,2050,7.04
Rutovitz 2015,Solar thermal (CSP),Construction&Manufacturing,Direct,job-yr/MW,2015,10.0,10,Derived Construction&Manufacturing,,,,,Construction + Manufacturing * 0.5; renewable local manufacturing share from Rutovitz 2015 Table 17,2015,2015,10
Rutovitz 2015,Solar thermal (CSP),Construction&Manufacturing,Direct,job-yr/MW,2030,8.8,8.8,Derived Construction&Manufacturing,Solar thermal power,0.88,,,Construction + Manufacturing * 0.5; renewable local manufacturing share from Rutovitz 2015 Table 17,2015,2030,8.8
Rutovitz 2015,Solar thermal (CSP),Construction&Manufacturing,Direct,job-yr/MW,2050,8.8,8.8,Derived Construction&Manufacturing,Solar thermal power,,,,Construction + Manufacturing * 0.5; renewable local manufacturing share from Rutovitz 2015 Table 17,2030,2050,8.8
Rutovitz 2015,Solar thermal (CSP),Manufacturing,Direct,job-yr/MW,2015,4,4,Original,,,,,,2015,2015,4
Rutovitz 2015,Solar thermal (CSP),Manufacturing,Direct,job-yr/MW,2030,3.52,3.52,Rutovitz Table 9 decline to 2030,Solar thermal power,0.88,,,Rutovitz Table 9 Latin America 2030,2015,2030,3.52
Rutovitz 2015,Solar thermal (CSP),Manufacturing,Direct,job-yr/MW,2050,3.52,3.52,Constant projection for unmapped catalogue ratio,Solar thermal power,,,,No catalogue ratio mapping; value held constant,2030,2050,3.52
Rutovitz 2015,Solar thermal (CSP),O&M,Direct,job/MW,2015,0.6,0.6,Original,,,,,,2015,2015,0.6
Rutovitz 2015,Solar thermal (CSP),O&M,Direct,job/MW,2030,0.528,0.528,Rutovitz Table 9 decline to 2030,Solar thermal power,0.88,,,Rutovitz Table 9 Latin America 2030,2015,2030,0.528
Rutovitz 2015,Solar thermal (CSP),O&M,Direct,job/MW,2050,0.528,0.528,Constant projection for unmapped catalogue ratio,Solar thermal power,,,,No catalogue ratio mapping; value held constant,2030,2050,0.528
Rutovitz 2025,Transmission (double circuit),Construction,Direct,job-yr/km,2024,3.7,3.7,Original,,,,,,2024,2024,3.7
Rutovitz 2025,Transmission (double circuit),Construction,Direct,job-yr/km,2030,3.7,3.7,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2024,2030,3.7
Rutovitz 2025,Transmission (double circuit),Construction,Direct,job-yr/km,2050,3.7,3.7,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2030,2050,3.7
Rutovitz 2025,Transmission (other),Construction,Direct,job-yr/MUSD,2024,1.9,1.9,Original,,,,,,2024,2024,1.9
Rutovitz 2025,Transmission (other),Construction,Direct,job-yr/MUSD,2030,1.9,1.9,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2024,2030,1.9
Rutovitz 2025,Transmission (other),Construction,Direct,job-yr/MUSD,2050,1.9,1.9,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2030,2050,1.9
Rutovitz 2025,Transmission (single circuit),Construction,Direct,job-yr/km,2024,0.7,0.7,Original,,,,,,2024,2024,0.7
Rutovitz 2025,Transmission (single circuit),Construction,Direct,job-yr/km,2030,0.7,0.7,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2024,2030,0.7
Rutovitz 2025,Transmission (single circuit),Construction,Direct,job-yr/km,2050,0.7,0.7,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2030,2050,0.7
JEDI-US,Transmission (single circuit),Construction&Manufacturing,Direct,job-yr/mile,2024,0.12,0.12,Original,,,,,,2024,2024,0.12
JEDI-US,Transmission (single circuit),Construction&Manufacturing,Direct,job-yr/mile,2030,0.12,0.12,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2024,2030,0.12
JEDI-US,Transmission (single circuit),Construction&Manufacturing,Direct,job-yr/mile,2050,0.12,0.12,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2030,2050,0.12
JEDI-US,Transmission (single circuit),Construction&Manufacturing,Indirect,job-yr/mile,2024,0.3,0.3,Original,,,,,,2024,2024,0.3
JEDI-US,Transmission (single circuit),Construction&Manufacturing,Indirect,job-yr/mile,2030,0.3,0.3,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2024,2030,0.3
JEDI-US,Transmission (single circuit),Construction&Manufacturing,Indirect,job-yr/mile,2050,0.3,0.3,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2030,2050,0.3
JEDI-US,Transmission (single circuit),Construction&Manufacturing,Induced,job-yr/mile,2024,0.24,0.24,Original,,,,,,2024,2024,0.24
JEDI-US,Transmission (single circuit),Construction&Manufacturing,Induced,job-yr/mile,2030,0.24,0.24,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2024,2030,0.24
JEDI-US,Transmission (single circuit),Construction&Manufacturing,Induced,job-yr/mile,2050,0.24,0.24,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2030,2050,0.24
JEDI-US,Transmission (single circuit),O&M,Direct,job/mile,2024,0,0,Original,,,,,,2024,2024,0
JEDI-US,Transmission (single circuit),O&M,Direct,job/mile,2030,0.0,0,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2024,2030,0
JEDI-US,Transmission (single circuit),O&M,Direct,job/mile,2050,0.0,0,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2030,2050,0
JEDI-US,Transmission (single circuit),O&M,Indirect,job/mile,2024,0.026,0.026,Original,,,,,,2024,2024,0.026
JEDI-US,Transmission (single circuit),O&M,Indirect,job/mile,2030,0.026,0.026,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2024,2030,0.026
JEDI-US,Transmission (single circuit),O&M,Indirect,job/mile,2050,0.026,0.026,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2030,2050,0.026
JEDI-US,Transmission (single circuit),O&M,Induced,job/mile,2024,0.013,0.013,Original,,,,,,2024,2024,0.013
JEDI-US,Transmission (single circuit),O&M,Induced,job/mile,2030,0.013,0.013,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2024,2030,0.013
JEDI-US,Transmission (single circuit),O&M,Induced,job/mile,2050,0.013,0.013,Constant projection for unmapped catalogue ratio,,,,,No catalogue ratio mapping; value held constant,2030,2050,0.013
Rutovitz 2015,Utility-scale solar PV,Construction,Direct,job-yr/MW,2015,13,13,Original,,,,,,2015,2015,13
Rutovitz 2015,Utility-scale solar PV,Construction,Direct,job-yr/MW,2030,7.670000000000001,7.67,Rutovitz Table 9 decline to 2030,PV,0.5900000000000001,,,Rutovitz Table 9 Latin America 2030,2015,2030,7.67
Rutovitz 2015,Utility-scale solar PV,Construction,Direct,job-yr/MW,2050,5.153507331936216,5.15350733194,CAPEX/OPEX ratio projection,PV,,Utility scale PV(tracking),,CAPEX 2050/2030=0.6719044761324922,2030,2050,5.15350733194
Rutovitz 2025,Utility-scale solar PV,Construction,Direct,job-yr/MW,2024,1.61,1.61,Original,,,,,,2024,2024,1.61
Rutovitz 2025,Utility-scale solar PV,Construction,Direct,job-yr/MW,2030,1.111159756423987,1.11115975642,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,CAPEX 2030/2024=0.6901613393937807,2024,2030,1.11115975642
Rutovitz 2025,Utility-scale solar PV,Construction,Direct,job-yr/MW,2050,0.7465932140395666,0.74659321404,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,CAPEX 2050/2030=0.6719044761324922,2030,2050,0.74659321404
I-JEDI,Utility-scale solar PV,Construction&Manufacturing,Direct,job-yr/MW,2024,9.97,9.97,Original,,,,,,2024,2024,9.97
I-JEDI,Utility-scale solar PV,Construction&Manufacturing,Direct,job-yr/MW,2030,6.880908553755994,6.88090855376,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,CAPEX 2030/2024=0.6901613393937807,2024,2030,6.88090855376
I-JEDI,Utility-scale solar PV,Construction&Manufacturing,Direct,job-yr/MW,2050,4.6233132571270055,4.62331325713,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,CAPEX 2050/2030=0.6719044761324922,2030,2050,4.62331325713
Rutovitz 2015,Utility-scale solar PV,Construction&Manufacturing,Direct,job-yr/MW,2015,16.35,16.35,Derived Construction&Manufacturing,,,,,Construction + Manufacturing * 0.5; renewable local manufacturing share from Rutovitz 2015 Table 17,2015,2015,16.35
Rutovitz 2015,Utility-scale solar PV,Construction&Manufacturing,Direct,job-yr/MW,2030,9.646500000000001,9.6465,Derived Construction&Manufacturing,PV,0.5900000000000001,,,Construction + Manufacturing * 0.5; renewable local manufacturing share from Rutovitz 2015 Table 17,2015,2030,9.6465
Rutovitz 2015,Utility-scale solar PV,Construction&Manufacturing,Direct,job-yr/MW,2050,6.481526529012086,6.48152652901,Derived Construction&Manufacturing,PV,,Utility scale PV(tracking),,Construction + Manufacturing * 0.5; renewable local manufacturing share from Rutovitz 2015 Table 17,2030,2050,6.48152652901
Rutovitz 2025,Utility-scale solar PV,Construction&Manufacturing,Direct,job-yr/MW,2024,4.69,4.69,Derived Construction&Manufacturing,,,,,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2024,2024,4.69
Rutovitz 2025,Utility-scale solar PV,Construction&Manufacturing,Direct,job-yr/MW,2030,3.236856681756832,3.23685668176,Derived Construction&Manufacturing,,,Utility scale PV(tracking),,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2024,2030,3.23685668176
Rutovitz 2025,Utility-scale solar PV,Construction&Manufacturing,Direct,job-yr/MW,2050,2.174858493071781,2.17485849307,Derived Construction&Manufacturing,,,Utility scale PV(tracking),,Construction + Manufacturing; Rutovitz 2025 total manufacturing factor used without local-share scaling,2030,2050,2.17485849307
I-JEDI,Utility-scale solar PV,Construction&Manufacturing,Indirect,job-yr/MW,2024,6.364,6.364,Original,,,,,,2024,2024,6.364
I-JEDI,Utility-scale solar PV,Construction&Manufacturing,Indirect,job-yr/MW,2030,4.3921867639020205,4.3921867639,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,CAPEX 2030/2024=0.6901613393937807,2024,2030,4.3921867639
I-JEDI,Utility-scale solar PV,Construction&Manufacturing,Indirect,job-yr/MW,2050,2.951129946675653,2.95112994668,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,CAPEX 2050/2030=0.6719044761324922,2030,2050,2.95112994668
I-JEDI,Utility-scale solar PV,Construction&Manufacturing,Induced,job-yr/MW,2024,6.366,6.366,Original,,,,,,2024,2024,6.366
I-JEDI,Utility-scale solar PV,Construction&Manufacturing,Induced,job-yr/MW,2030,4.393567086580807,4.39356708658,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,CAPEX 2030/2024=0.6901613393937807,2024,2030,4.39356708658
I-JEDI,Utility-scale solar PV,Construction&Manufacturing,Induced,job-yr/MW,2050,2.9520573916620374,2.95205739166,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,CAPEX 2050/2030=0.6719044761324922,2030,2050,2.95205739166
Rutovitz 2015,Utility-scale solar PV,Manufacturing,Direct,job-yr/MW,2015,6.7,6.7,Original,,,,,,2015,2015,6.7
Rutovitz 2015,Utility-scale solar PV,Manufacturing,Direct,job-yr/MW,2030,3.9530000000000007,3.953,Rutovitz Table 9 decline to 2030,PV,0.5900000000000001,,,Rutovitz Table 9 Latin America 2030,2015,2030,3.953
Rutovitz 2015,Utility-scale solar PV,Manufacturing,Direct,job-yr/MW,2050,2.656038394151742,2.65603839415,CAPEX/OPEX ratio projection,PV,,Utility scale PV(tracking),,CAPEX 2050/2030=0.6719044761324922,2030,2050,2.65603839415
Rutovitz 2025,Utility-scale solar PV,Manufacturing,Direct,job-yr/MW,2024,3.08,3.08,Original,,,,,,2024,2024,3.08
Rutovitz 2025,Utility-scale solar PV,Manufacturing,Direct,job-yr/MW,2030,2.1256969253328446,2.12569692533,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,CAPEX 2030/2024=0.6901613393937807,2024,2030,2.12569692533
Rutovitz 2025,Utility-scale solar PV,Manufacturing,Direct,job-yr/MW,2050,1.4282652790322143,1.42826527903,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,CAPEX 2050/2030=0.6719044761324922,2030,2050,1.42826527903
I-JEDI,Utility-scale solar PV,O&M,Direct,job/MW,2024,0.0965,0.0965,Original,,,,,,2024,2024,0.0965
I-JEDI,Utility-scale solar PV,O&M,Direct,job/MW,2030,0.0821554054054054,0.0821554054054,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,OPEX 2030/2024=0.8513513513513513,2024,2030,0.0821554054054
I-JEDI,Utility-scale solar PV,O&M,Direct,job/MW,2050,0.07041891891891891,0.0704189189189,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,OPEX 2050/2030=0.8571428571428571,2030,2050,0.0704189189189
Rutovitz 2015,Utility-scale solar PV,O&M,Direct,job/MW,2015,0.7,0.7,Original,,,,,,2015,2015,0.7
Rutovitz 2015,Utility-scale solar PV,O&M,Direct,job/MW,2030,0.41300000000000003,0.413,Rutovitz Table 9 decline to 2030,PV,0.5900000000000001,,,Rutovitz Table 9 Latin America 2030,2015,2030,0.413
Rutovitz 2015,Utility-scale solar PV,O&M,Direct,job/MW,2050,0.35400000000000004,0.354,CAPEX/OPEX ratio projection,PV,,Utility scale PV(tracking),,OPEX 2050/2030=0.8571428571428571,2030,2050,0.354
Rutovitz 2025,Utility-scale solar PV,O&M,Direct,job/MW,2024,0.09,0.09,Original,,,,,,2024,2024,0.09
Rutovitz 2025,Utility-scale solar PV,O&M,Direct,job/MW,2030,0.07662162162162162,0.0766216216216,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,OPEX 2030/2024=0.8513513513513513,2024,2030,0.0766216216216
Rutovitz 2025,Utility-scale solar PV,O&M,Direct,job/MW,2050,0.06567567567567567,0.0656756756757,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,OPEX 2050/2030=0.8571428571428571,2030,2050,0.0656756756757
I-JEDI,Utility-scale solar PV,O&M,Indirect,job/MW,2024,0.066,0.066,Original,,,,,,2024,2024,0.066
I-JEDI,Utility-scale solar PV,O&M,Indirect,job/MW,2030,0.05618918918918919,0.0561891891892,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,OPEX 2030/2024=0.8513513513513513,2024,2030,0.0561891891892
I-JEDI,Utility-scale solar PV,O&M,Indirect,job/MW,2050,0.04816216216216216,0.0481621621622,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,OPEX 2050/2030=0.8571428571428571,2030,2050,0.0481621621622
I-JEDI,Utility-scale solar PV,O&M,Induced,job/MW,2024,0.0498,0.0498,Original,,,,,,2024,2024,0.0498
I-JEDI,Utility-scale solar PV,O&M,Induced,job/MW,2030,0.04239729729729729,0.0423972972973,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,OPEX 2030/2024=0.8513513513513513,2024,2030,0.0423972972973
I-JEDI,Utility-scale solar PV,O&M,Induced,job/MW,2050,0.036340540540540534,0.0363405405405,CAPEX/OPEX ratio projection,,,Utility scale PV(tracking),,OPEX 2050/2030=0.8571428571428571,2030,2050,0.0363405405405
